189,-5,20,89.1674699970548,3
195,-3,21,40.138018834955616,4
196,-2,47,73.84573550308463,2
204,0,25,76.40053825571664,3
208,1,20,33.246318596185425,4
210,2,23,95.05486907385315,2
211,2,37,10.095155481408753,1
212,2,44,33.06300328798078,3
215,3,31,44.4816606227345,4
221,4,31,8.122040491030114,1
231,7,27,45.23035264996736,4
237,8,20,56.35213105466409,2
242,9,25,32.003085312936385,3
246,10,30,75.59902124771895,1
251,12,29,22.3476478032114,3
253,13,20,93.24022691981347,3
254,13,28,33.894314090623546,3
261,15,39,69.97979973245818,1
266,17,28,7.164053408951212,4
269,18,14,15.823167192328818,3
270,18,27,63.4368589476884,2
271,18,30,43.18686953972379,4
272,18,41,94.15731479584889,3
278,19,25,5.373377816507851,3
279,19,36,76.70069132561696,2
283,21,13,72.00924148726912,1
284,21,15,88.26238123776729,1
290,22,23,24.411213571642463,4
292,23,25,67.87635769445805,2
