159,-18,-9,58.124420998944366,1
151,-23,-13,91.74987355017313,1
156,-21,-13,97.00231928369725,3
152,-23,-9,22.95243537280919,3
130,-31,-9,56.69474914871469,4
136,-29,-9,58.30522587423796,2
83,-42,-10,2.59883502628676,2
72,-45,-9,64.82653549212863,2
49,-49,-7,77.04826180386657,4
65,-46,-7,0.7379165690140352,1
64,-46,-8,8.464381227780123,2
38,-51,-14,17.301466832438955,3
77,-44,-14,93.48376157345449,2
76,-44,-17,38.55243912116292,2
44,-50,-20,99.43044553835328,4
48,-49,-14,31.198682479300462,3
54,-48,-19,91.51000552642692,2
43,-50,-22,44.30533911070926,3
