305,-12,80,62.60710866666667,1
300,-15,83,62.60710866666667,0
302,-17,83,62.60710866666667,1
297,-18,85,62.60710866666667,1
301,-19,85,62.60710866666667,3
303,-18,81,62.60710866666667,1
385,-17,78,62.60710866666667,1
306,-15,79,62.60710866666667,1
398,-9,73,62.60710866666667,1
150,-9,71,62.60710866666667,3
355,-14,64,62.60710866666667,1
353,-12,62,62.60710866666667,1
147,-10,48,62.60710866666667,1
148,-10,57,62.60710866666667,0
347,-12,60,62.60710866666667,1
362,-19,56,62.60710866666667,1
391,-17,55,62.60710866666667,1
374,-11,46,62.60710866666667,1
381,-19,53,62.60710866666667,1
371,-21,55,62.60710866666667,0
356,-21,50,62.60710866666667,1
368,-28,51,62.60710866666667,1
357,-24,55,62.60710866666667,0
361,-14,65,62.60710866666667,1
151,-9,76,62.60710866666667,0
393,-16,72,62.60710866666667,1
380,-13,70,62.60710866666667,3
369,-16,67,62.60710866666667,2
364,-18,63,62.60710866666667,0
360,-22,62,62.60710866666667,3
125,-21,65,62.60710866666667,1
383,-21,68,62.60710866666667,1
376,-20,84,62.60710866666667,1
116,-24,84,62.60710866666667,1
372,-26,82,62.60710866666667,2
120,-23,84,62.60710866666667,1
130,-20,79,62.60710866666667,1
395,-19,77,62.60710866666667,2
119,-23,78,62.60710866666667,0
367,-26,75,62.60710866666667,1
115,-24,75,62.60710866666667,0
126,-21,71,62.60710866666667,1
101,-28,72,62.60710866666667,0
379,-28,76,62.60710866666667,1
86,-31,83,62.60710866666667,1
85,-31,82,62.60710866666667,0
90,-30,83,62.60710866666667,0
84,-31,80,62.60710866666667,1
35,-43,56,62.60710866666667,1
52,-40,57,62.60710866666667,1
40,-42,56,62.60710866666667,1
55,-39,51,62.60710866666667,1
56,-39,62,62.60710866666667,0
27,-45,45,62.60710866666667,2
51,-40,42,62.60710866666667,2
80,-33,46,62.60710866666667,1
66,-37,66,62.60710866666667,2
26,-46,75,62.60710866666667,1
20,-49,85,62.60710866666667,1
22,-47,83,62.60710866666667,0
42,-42,83,62.60710866666667,0
46,-41,82,62.60710866666667,1
32,-44,83,62.60710866666667,1
30,-45,80,62.60710866666667,1
29,-45,78,62.60710866666667,1
373,-42,81,62.60710866666667,2
45,-41,75,62.60710866666667,2
37,-43,70,62.60710866666667,1
28,-45,67,62.60710866666667,1
41,-42,66,62.60710866666667,0
36,-43,69,62.60710866666667,0
53,-40,73,62.60710866666667,1
76,-34,71,62.60710866666667,0
61,-38,83,62.60710866666667,1
375,-36,80,62.60710866666667,1
72,-35,66,62.60710866666667,2
70,-36,69,62.60710866666667,2
73,-35,69,62.60710866666667,0
96,-29,66,62.60710866666667,0
100,-28,65,62.60710866666667,1
112,-25,62,62.60710866666667,3
95,-29,64,62.60710866666667,1
363,-23,57,62.60710866666667,0
83,-31,57,62.60710866666667,0
108,-26,44,62.60710866666667,1
109,-26,46,62.60710866666667,2
99,-28,57,62.60710866666667,1
111,-25,57,62.60710866666667,1
105,-27,55,62.60710866666667,1
94,-29,51,62.60710866666667,2
114,-24,49,62.60710866666667,1
129,-20,43,62.60710866666667,1
5,-55,47,62.60710866666667,1
382,-47,50,62.60710866666667,1
7,-54,53,62.60710866666667,1
11,-53,51,62.60710866666667,1
378,-48,56,62.60710866666667,0
377,-55,66,62.60710866666667,2
8,-54,68,62.60710866666667,0
15,-51,72,62.60710866666667,0
14,-51,70,62.60710866666667,0
21,-48,67,62.60710866666667,1
17,-49,71,62.60710866666667,1
370,-47,71,62.60710866666667,1
18,-49,74,62.60710866666667,1
19,-49,76,62.60710866666667,1
69,-36,58,62.60710866666667,1
